"incident_county","incident_name","incident_acres_burned","incident_latitude","incident_longitude","incident_type","incident_date_created","incident_dateonly_created","created_year","created_month","incident_date_extinguished","incident_dateonly_extinguished","incident_id"
"Tuolumne","Preston Fire","21","37.949747","-120.420058","Wildfire","2019-08-08 09:16:40-07","2019-08-08","2019","8","2019-08-08 10:12:00-07","2019-08-08","3e020c0d-e35b-4e01-96b7-a3c8e40fd281"
"Yolo","Heavy Range Fire","33","39.171091","-121.423281","Wildfire","2019-08-10 11:47:02-07","2019-08-10","2019","8","2019-08-10 08:07:00-07","2019-08-10","f044a406-06ab-457d-8a93-c52bb1930604"
"Lake","Golf Fire","20","38.99174","-122.7751","Wildfire","2019-08-08 07:55:59-07","2019-08-08","2019","8","2019-08-11 03:28:00-07","2019-08-11","280f9652-7843-4275-9016-b95296fbf571"
"Lassen","W1 McDonald Fire","1020","40.943799","-120.275298","Wildfire","2019-08-08 11:42:41-07","2019-08-08","2019","8","2019-08-11 04:35:00-07","2019-08-11","94cdd032-ea04-4713-b54a-dc3476635684"
"Modoc","Tucker Fire","14217","41.79591","-121.260305","Wildfire","2019-07-28 08:58:00-07","2019-07-28","2019","7","2019-08-11 05:16:00-07","2019-08-11","2939928b-0308-4d76-b232-246f064ddd11"
"Monterey","Mill Fire","280","36.008889","-121.466944","Wildfire","2019-07-30 06:28:17-07","2019-07-30","2019","7","2019-08-12 01:20:00-07","2019-08-12","233708cc-ed2d-4b85-ba8c-60cf71c912c8"
"Riverside","Radio Fire","20","33.909792","-117.004667","Wildfire","2019-08-12 03:53:10-07","2019-08-12","2019","8","2019-08-12 01:21:00-07","2019-08-12","073d3328-3d8c-459a-8ac8-5dc6095511ec"
"Shasta","Lower Fire","46","40.46968","-122.54364","Wildfire","2019-08-12 07:16:53-07","2019-08-12","2019","8","2019-08-13 09:15:00-07","2019-08-13","618ca03c-28fd-4d66-abf3-d065d72d8cb4"
"Solano","Timm Fire ","81","38.455","-121.969167","Wildfire","2019-08-13 08:41:24-07","2019-08-13","2019","8","2019-08-13 11:00:00-07","2019-08-13","ce97fe6d-a635-45f1-bc18-cdd1698673c2"
"Colusa","Spring Fire ","20","39.088333","-122.309167","Wildfire","2019-08-14 05:52:00-07","2019-08-14","2019","8","2019-08-14 11:51:00-07","2019-08-14","f2a78d1c-66be-40f8-a2d8-5756eb265162"
"El Dorado","Greenstone Fire ","16","38.703889","-120.890556","Wildfire","2019-08-14 09:07:49-07","2019-08-14","2019","8","2019-08-14 11:52:00-07","2019-08-14","22c3cb30-55b1-4fcd-9606-6a0dcedce4ef"
"El Dorado","Patterson Fire","35","38.652475","-120.826165","Wildfire","2019-08-15 10:47:43-07","2019-08-15","2019","8","2019-08-16 03:35:00-07","2019-08-16","2760040b-e17b-430f-b581-a81694b450ac"
"San Diego","Border 9 Fire","80","32.57394","-116.760465","Wildfire","2019-08-15 09:24:24-07","2019-08-15","2019","8","2019-08-16 11:44:00-07","2019-08-16","e094035d-ac9c-4ea9-a23b-bb55321a64d6"
"Mexico","Border 8 Fire","1507","32.573437","-116.658735","Wildfire","2019-08-15 23:14:55-07","2019-08-16","2019","8","2019-08-17 07:30:00-07","2019-08-17","74b94fe9-3524-40ce-ac18-ee637bf66f15"
"Mendocino","Moose Fire","225","39.005262","-123.195306","Wildfire","2019-08-12 10:10:00-07","2019-08-12","2019","8","2019-08-17 11:15:00-07","2019-08-17","c8f94c30-d0ee-450a-8501-30678aa37c0f"
"Shasta","Cottage Fire","156","40.484329","-122.159393","Wildfire","2019-08-15 08:09:55-07","2019-08-15","2019","8","2019-08-17 11:43:00-07","2019-08-17","2443f637-15d7-4cf9-a405-133cf1748300"
"State of Oregon","Ward Fire","1301","42.033","-122.175","Wildfire","2019-08-09 16:08:25-07","2019-08-09","2019","8","2019-08-18 09:33:00-07","2019-08-18","e3d66b1b-3b3b-40a3-96ec-574c1a27cbe9"
"Alameda","Patterson Fire","139","37.71734","-121.55867","Wildfire","2019-08-21 10:56:05-07","2019-08-21","2019","8","2019-08-21 11:27:00-07","2019-08-21","d35fa87b-0f19-4dd8-8739-4bdbc92d1361"
"Riverside","Yucca Fire","34","33.4506","-116.857817","Wildfire","2019-08-22 12:31:10-07","2019-08-22","2019","8","2019-08-23 16:00:00-07","2019-08-23","46896a04-8502-403c-b362-e4adc9e7ad4d"
"Riverside","Ivy Fire","80","33.77777348","-117.487578","Wildfire","2019-08-25 03:58:28-07","2019-08-25","2019","8","2019-08-25 06:00:00-07","2019-08-25","cb87a6f4-a560-41a5-81c0-1064d0c368b6"
"Shasta","Mountain Fire","600","40.715556","-122.241944","Wildfire","2019-08-22 04:02:09-07","2019-08-22","2019","8","2019-08-26 10:00:00-07","2019-08-26","1bf3e829-5fb3-43d2-9179-6c337709df19"
"Riverside","Sage Fire","12","33.463991","-116.914799","Wildfire","2019-08-27 04:33:56-07","2019-08-27","2019","8","2019-08-27 01:54:00-07","2019-08-27","faf6064e-fc50-4289-8486-1235f20289d7"
"Lassen","Long Valley Fire ","2438","39.892222","-120.029722","Wildfire","2019-08-24 10:25:04-07","2019-08-24","2019","8","2019-08-27 02:01:00-07","2019-08-27","2ce810c9-88f1-4efe-9254-8cbd339d2397"
"Lassen","Horse Fire","131","40.562","-120.544","Wildfire","2019-08-24 09:33:58-07","2019-08-24","2019","8","2019-08-27 03:44:00-07","2019-08-27","97c4d72f-c1e9-425e-9dcf-44150047af92"
"Mexico, San Diego","Border 10 Fire","25","32.557546","-116.873955","Wildfire","2019-08-25 09:15:15-07","2019-08-25","2019","8","2019-08-28 01:54:00-07","2019-08-28","808c34bb-4e64-4eb5-9c3e-2a1e58195074"
"Alameda","Carroll Fire","19","37.718636","-121.657011","Wildfire","2019-08-31 05:55:15-07","2019-08-31","2019","8","2019-08-31 05:50:00-07","2019-08-31","40ce99a7-fbca-4b41-b3bf-e2f863fdcc7e"
"Monterey","Jolon Fire","66","35.906482","-120.992914","Wildfire","2019-09-01 09:35:55-07","2019-09-01","2019","9","2019-09-02 03:08:00-07","2019-09-02","954bfbe7-424c-49e0-9611-23e9f7a475a2"
"Alameda","Mines Fire","11","37.545167","-121.596667","Wildfire","2019-09-02 07:36:35-07","2019-09-02","2019","9","2019-09-02 12:13:00-07","2019-09-02","de9cacb4-0be2-47d1-8cf2-7a25aabacfae"
"San Benito","Antelope Fire","167","36.600167","-120.8405","Wildfire","2019-09-02 08:40:37-07","2019-09-02","2019","9","2019-09-03 00:11:00-07","2019-09-03","ebdceb89-fa30-486a-94f8-3eff8eedbd67"
"Lassen","R-1 Fire","3380","40.593","-120.581","Wildfire","2019-08-28 12:48:14-07","2019-08-28","2019","8","2019-09-04 09:22:00-07","2019-09-04","4ee8f023-1c92-4266-bb79-d41fdb3a5826"
"San Benito","Foster Fire ","17","36.732866","-121.39478","Wildfire","2019-09-04 13:33:59-07","2019-09-04","2019","9","2019-09-04 13:33:00-07","2019-09-04","d8c705d2-2820-43d2-bee4-8335354bcab0"
"Ventura","Snail Fire","279","34.71011","-119.3547","Wildfire","2019-09-01 10:37:43-07","2019-09-01","2019","9","2019-09-05 01:14:00-07","2019-09-05","1b6cdbc8-4ab9-49e9-b6ed-e38d55e263cc"
"Lake","Glass Fire","28","38.910498","-122.642572","Wildfire","2019-09-04 09:26:00-07","2019-09-04","2019","9","2019-09-05 03:03:00-07","2019-09-05","da7fa4d6-cbf3-4cf9-babf-1cc79aa2f536"
"San Joaquin","Flood Fire ","44","38.017138","-120.945044","Wildfire","2019-09-05 07:33:01-07","2019-09-05","2019","9","2019-09-05 12:56:00-07","2019-09-05","3d4c2809-cd37-4f07-b86e-68dcd52c7434"
"El Dorado","Country Fire","85","38.898915","-120.946657","Wildfire","2019-09-03 07:57:31-07","2019-09-03","2019","9","2019-09-06 00:24:00-07","2019-09-06","89008310-149d-480f-946f-4ce5a2a71c3f"
"San Bernardino","Telephone Fire","15","34.353667","-117.343833","Wildfire","2019-09-02 13:27:29-07","2019-09-02","2019","9","2019-09-06 01:00:00-07","2019-09-06","a5331bf6-d695-4309-a846-96808e41d757"
"Santa Cruz","Deer Fire","10","37.178353","-122.07743","Wildfire","2019-09-03 08:36:45-07","2019-09-03","2019","9","2019-09-06 12:48:00-07","2019-09-06","23f65de3-bf4d-4edf-a5eb-b21299195b0f"
"Lake","Oak Fire","53","38.955024","-122.833831","Wildfire","2019-09-07 07:00:00-07","2019-09-07","2019","9","2019-09-08 00:00:00-07","2019-09-08","25e65946-2e28-453b-bcb4-617b623be750"
"Riverside","Sycamore Fire","250","33.9369","-117.3063","Wildfire","2019-09-07 13:31:46-07","2019-09-07","2019","9","2019-09-08 11:00:00-07","2019-09-08","a14c1f49-8e49-4709-a21b-6c06471a1002"
"Riverside","Bailey Fire","10","33.496633","-116.631106","Wildfire","2019-09-10 03:43:58-07","2019-09-10","2019","9","2019-09-10 03:45:00-07","2019-09-10","5a4639e4-0d1d-4cee-8215-0aa1d53a5160"
"Siskiyou","Duzel Fire","15","41.512917","-122.740333","Wildfire","2019-09-07 11:19:16-07","2019-09-07","2019","9","2019-09-10 12:27:00-07","2019-09-10","efba4d61-2027-4b05-8506-04d9858154ca"
"Trinity","Rams Horn Fire","280","41.150392","-122.634108","Wildfire","2019-09-07 01:49:58-07","2019-09-07","2019","9","2019-09-12 03:08:00-07","2019-09-12","b24dc89c-632d-46a1-8984-2ce037e37834"
"Butte","Forbestown Fire","58","39.470333","-121.412333","Wildfire","2019-09-06 08:18:52-07","2019-09-06","2019","9","2019-09-12 11:49:00-07","2019-09-12","2de3ab6b-60c5-4400-9bff-74c79ed7d553"
"Modoc","Lone Fire","5737","41.748","-121.056","Wildfire","2019-09-06 04:34:27-07","2019-09-06","2019","9","2019-09-13 00:19:00-07","2019-09-13","81977367-45ad-4962-92f3-ae30f22ef723"
"Tehama","Red Bank Fire","8836","40.12","-122.64","Wildfire","2019-09-05 06:19:56-07","2019-09-05","2019","9","2019-09-13 12:00:00-07","2019-09-13","14ad161c-bfc6-41ae-af84-a464084a4142"
"Butte","Swedes Fire","496","39.45296","-121.412619","Wildfire","2019-09-07 08:06:00-07","2019-09-07","2019","9","2019-09-13 12:00:00-07","2019-09-13","63a43984-64ce-40aa-bbc3-98330a46353f"
"Stanislaus","Bridge Fire","11","37.492002","-120.401028","Wildfire","2019-09-13 13:00:29-07","2019-09-13","2019","9","2019-09-13 14:43:00-07","2019-09-13","a8b79d35-dab7-4513-ac65-25fd99541662"
"Santa Barbara","McMurray Fire","200","34.630919","-120.187368","Wildfire","2019-09-09 10:42:43-07","2019-09-09","2019","9","2019-09-14 01:00:00-07","2019-09-14","4cebaf5a-70a7-4262-864b-fb3fe3b1d84d"
"Riverside","Tenaja","1926","33.528469","-117.273157","Wildfire","2019-09-04 09:43:36-07","2019-09-04","2019","9","2019-09-14 12:00:00-07","2019-09-14","f68808fb-a705-4083-a136-1a45c61c7f74"
"Trinity","Henthorne Fire","244","40.062304","-123.222196","Wildfire","2019-09-05 02:25:00-07","2019-09-05","2019","9","2019-09-18 05:17:00-07","2019-09-18","791059a2-b50f-4ab0-924a-bfdac001e4b9"
"Riverside","Kennedy Fire","98","33.900994","-117.170588","Wildfire","2019-09-21 10:22:00-07","2019-09-21","2019","9","2019-09-22 10:00:00-07","2019-09-22","7b283f4f-c613-4840-aa90-1f6e9fa1573a"
"Riverside","Bautista Fire","167","33.635","-116.801111","Wildfire","2019-09-15 13:13:05-07","2019-09-15","2019","9","2019-09-22 11:00:00-07","2019-09-22","980c4c7d-dcc9-45b3-b5c1-181c1cd445e9"
"Tuolumne","Tulloch Fire","83","37.838333","-120.625556","Wildfire","2019-09-23 08:55:57-07","2019-09-23","2019","9","2019-09-24 03:21:00-07","2019-09-24","e7910549-a5ca-4712-bd04-349c49c1ba15"
"Shasta","Cow Fire","16","40.612556","-122.039167","Wildfire","2019-09-24 01:40:45-07","2019-09-24","2019","9","2019-09-24 07:52:00-07","2019-09-24","f24e0e23-63ee-4038-a04d-41fe70cac747"
"Santa Clara","Reservoir Fire","128","37.467744","-121.842751","Wildfire","2019-09-21 04:49:00-07","2019-09-21","2019","9","2019-09-24 11:00:00-07","2019-09-24","3934f762-ba99-471a-b1d9-dc064276c383"
"Amador","Electra Fire","10","38.332083","-120.67131","Wildfire","2019-09-25 06:13:41-07","2019-09-25","2019","9","2019-09-25 10:00:00-07","2019-09-25","755df0b3-ad02-406b-af5d-738b67d8c755"
"San Diego","Willow Fire","52","32.87833333","-116.88","Wildfire","2019-09-25 07:17:25-07","2019-09-25","2019","9","2019-09-25 13:00:00-07","2019-09-25","abdb011f-15d8-475b-b08e-4df583700411"
"Siskiyou","Kidder 2 Fire","227","41.4929742","-123.2129356","Wildfire","2019-09-07 01:47:46-07","2019-09-07","2019","9","2019-09-26 01:00:00-07","2019-09-26","69b0cca6-c0c6-4a96-8f61-07ebb0ff9dc7"
"San Luis Obispo","Lopez Fire","220","35.214364","-120.455883","Wildfire","2019-09-21 07:26:00-07","2019-09-21","2019","9","2019-09-27 11:00:00-07","2019-09-27","840010ca-aef0-4f91-b771-3bf196317d03"
"Butte","Hwy Fire","300","39.622137","-121.693472","Wildfire","2019-09-28 10:48:10-07","2019-09-28","2019","9","2019-09-28 11:40:00-07","2019-09-28","b8e5a940-0fb5-4c63-93ab-a855cfdc4e0c"
"El Dorado","Chaparral Fire","22","38.538467","-120.965105","Wildfire","2019-09-29 14:44:45-07","2019-09-29","2019","9","2019-09-29 14:35:00-07","2019-09-29","48f89096-4641-42cc-8ec4-9cba635e79a1"
"Riverside","Warren Fire","19","33.703546","-117.033598","Wildfire","2019-09-30 00:07:00-07","2019-09-30","2019","9","2019-09-30 02:05:00-07","2019-09-30","1e85b2a3-0d55-4c3a-9fbb-5208d615cccd"
"Glenn","Elk Fire","63","41.70611111","-123.4375","Wildfire","2019-10-04 05:03:48-07","2019-10-04","2019","10","2019-10-03 05:03:00-07","2019-10-03","082bd2d3-457b-496b-a469-0d2550aac7ef"
"Stanislaus","Del Fire","18","37.429506","-121.336465","Wildfire","2019-10-03 06:36:04-07","2019-10-03","2019","10","2019-10-04 03:39:00-07","2019-10-04","2e4017ba-5c18-4de6-8098-54b2a6caf5bd"
"Santa Clara","Point Fire ","29","37.066483","-121.219163","Wildfire","2019-10-07 02:58:51-07","2019-10-07","2019","10","2019-10-07 02:58:00-07","2019-10-07","25e80e7d-5790-4192-9cf0-a190f36158f0"
"Tehama","Dales Fire","11","40.314187","-122.070055","Wildfire","2019-10-07 04:03:29-07","2019-10-07","2019","10","2019-10-07 04:03:00-07","2019-10-07","a4bd4cbb-53de-47c8-972f-cca4c36aaf74"
"Napa","American Fire","526","38.165873","-122.211671","Wildfire","2019-10-06 09:36:50-07","2019-10-06","2019","10","2019-10-07 11:34:00-07","2019-10-07","74c3d01f-8809-40bc-a0e2-b1cc24bf1a7d"
"Tehama","Inghram Fire","10","39.847708","-122.160416","Wildfire","2019-10-09 02:52:52-07","2019-10-09","2019","10","2019-10-08 02:52:00-07","2019-10-08","d6114db7-8a39-4b86-92a5-5c3dea1f348f"
"Alameda","Little Fire","12","37.606","-121.853","Wildfire","2019-10-08 10:25:12-07","2019-10-08","2019","10","2019-10-08 10:51:00-07","2019-10-08","a87ab8be-3da9-4cb0-a72c-5125acc001ef"
"Tehama","Corning Fire ","68","39.847708","-122.1604","Wildfire","2019-10-09 01:31:40-07","2019-10-09","2019","10","2019-10-09 05:39:00-07","2019-10-09","18fe1e24-799d-4aa9-a7ec-fa8e331ae3e9"
"Contra Costa","Merrill Fire","40","37.828267","-122.103867","Wildfire","2019-10-09 23:42:19-07","2019-10-10","2019","10","2019-10-10 05:00:00-07","2019-10-10","19578ef2-6101-45b0-a82e-db3004c3a8a5"
"Riverside","Eagle Fire","9","33.827979","-117.499619","Wildfire","2019-10-10 05:08:00-07","2019-10-10","2019","10","2019-10-10 11:11:00-07","2019-10-10","6e93b252-99a3-4214-9921-238373b17535"
"Shasta","Plains Fire","42","40.4988","-122.19911","Wildfire","2019-10-10 08:49:07-07","2019-10-10","2019","10","2019-10-10 12:05:00-07","2019-10-10","f20ba27e-4c6c-4ca9-a356-ef88c4f788bb"
"Monterey, San Luis Obispo","Cross Fire","289","35.79069","-120.73102","Wildfire","2019-10-08 23:52:14-07","2019-10-09","2019","10","2019-10-11 00:30:00-07","2019-10-11","207f72f7-1453-40dc-919e-3551f7041b22"
"San Luis Obispo","Bitter Fire","30","35.709176","-120.312856","Wildfire","2019-10-11 05:30:19-07","2019-10-11","2019","10","2019-10-11 09:21:00-07","2019-10-11","fd1bc30a-4377-45f6-ba2b-b4e1c7e65ee7"
"Riverside","Wolf Fire","75","33.8615","-116.897333","Wildfire","2019-10-10 11:36:46-07","2019-10-10","2019","10","2019-10-12 10:22:00-07","2019-10-12","d37acb3f-94c8-47ef-b3da-6eb0d7353aa7"
"Ventura","Olivas Fire","200","34.23955","-119.20187","Wildfire","2019-10-11 08:57:10-07","2019-10-11","2019","10","2019-10-12 11:00:00-07","2019-10-12","02e6023e-d306-4a67-a09c-b9224b98661e"
"Riverside","Reche Fire","350","33.975405","-117.207068","Wildfire","2019-10-10 07:18:17-07","2019-10-10","2019","10","2019-10-13 00:30:00-07","2019-10-13","8739a46c-9d9b-464c-87d0-31738601d96f"
"Riverside","Johnson Fire ","75","33.45148","-116.05898","Wildfire","2019-10-14 08:32:20-07","2019-10-14","2019","10","2019-10-16 04:53:00-07","2019-10-16","8bf75401-999f-42bd-8c0a-8db508591545"
"Lassen","Horse Fire","55","40.387772","-120.304341","Wildfire","2019-10-13 07:45:37-07","2019-10-13","2019","10","2019-10-16 06:44:00-07","2019-10-16","72c6a0db-a014-4cd9-9788-926707ef839c"
"San Diego","Fairmont Fire","10","32.762706","-117.097441","Wildfire","2019-10-15 10:41:57-07","2019-10-15","2019","10","2019-10-16 06:50:00-07","2019-10-16","2a516d14-36ce-43b0-b34c-7483759a9c84"
"Fresno","Mud Fire ","137","36.319291","-120.460189","Wildfire","2019-10-18 05:17:32-07","2019-10-18","2019","10","2019-10-19 08:00:00-07","2019-10-19","ff8701f0-a12a-4b40-baa9-b58c4e2e31f3"
"Santa Barbara","Real Fire","420","34.484722","-120.190833","Wildfire","2019-10-17 09:31:00-07","2019-10-17","2019","10","2019-10-20 23:00:00-07","2019-10-21","baa2a51c-40bc-420c-9f88-db4783872d65"
"San Bernardino","Beaumont Fire","11","34.033117","-117.21545","Wildfire","2019-10-21 01:16:33-07","2019-10-21","2019","10","2019-10-22 06:30:00-07","2019-10-22","6ad5dc4a-bd52-4cb4-9664-2ab606289d21"
"Butte","Nelson Fire ","80","39.551423","-121.800538","Wildfire","2019-10-24 07:43:10-07","2019-10-24","2019","10","2019-10-24 10:15:00-07","2019-10-24","6890469e-78d7-4dac-b162-6c23498fabcc"
"San Mateo","Cabrillo Fire","62","37.166674","-122.361112","Wildfire","2019-10-24 13:15:36-07","2019-10-24","2019","10","2019-10-27 05:11:00-07","2019-10-27","ab8109fd-e8eb-4690-9f5c-3a8c9c47ff48"
"Alameda","Mines Fire","35","37.62782","-121.68598","Wildfire","2019-10-24 16:16:18-07","2019-10-24","2019","10","2019-10-27 06:55:00-07","2019-10-27","87404846-bc30-41b8-82fe-31c9aedb9ef7"
"San Diego","Miller Fire","37","33.259861","-117.027333","Wildfire","2019-10-25 08:05:52-07","2019-10-25","2019","10","2019-10-27 11:05:00-07","2019-10-27","7ff229e4-be94-4319-8916-19eb43753843"
"Tehama","Rawson Fire","605","40.00171","-122.25421","Wildfire","2019-10-26 19:47:20-07","2019-10-27","2019","10","2019-10-28 00:22:00-07","2019-10-28","828b2492-fc44-4fc0-97fa-f0b439e6fa0d"
"Contra Costa","Forest Fire","50","37.97911","-122.11092","Wildfire","2019-10-27 10:36:15-07","2019-10-27","2019","10","2019-10-28 09:26:00-07","2019-10-28","b36ed23e-a3de-4aff-bdbc-d6ebf8d8f077"
"Contra Costa","Cypress Complex","200","37.99136","-121.64118","Wildfire","2019-10-27 01:50:23-07","2019-10-27","2019","10","2019-10-28 09:26:00-07","2019-10-28","d299dec7-b09f-47f7-80c9-859ddd1ecef3"
"Solano","Glencove Fire ","140","38.07205","-122.22463","Wildfire","2019-10-27 04:52:15-07","2019-10-27","2019","10","2019-10-28 09:28:00-07","2019-10-28","c9f9ded3-170f-4b04-a50e-2c03153c663f"
"Contra Costa","Sky Fire ","150","38.03545","-122.2241","Wildfire","2019-10-27 04:29:03-07","2019-10-27","2019","10","2019-10-28 09:30:00-07","2019-10-28","64104ca2-a187-4b11-bb43-e22253bbcb52"
"San Diego","Sawday Fire ","97","33.055124","-116.742508","Wildfire","2019-10-25 03:52:04-07","2019-10-25","2019","10","2019-10-28 12:31:00-07","2019-10-28","a6701bb9-7086-4dbc-ac5f-8c98eeb0279a"
"Los Angeles","Saddle Ridge Fire","8799","34.32988","-118.48161","Wildfire","2019-10-10 14:02:00-07","2019-10-10","2019","10","2019-10-31 02:10:00-07","2019-10-31","c52717d6-0297-4c5b-a0f1-f17abcd7ac27"
"Los Angeles","Palisades Fire","42","34.055768","-118.554091","Wildfire","2019-10-21 04:52:52-07","2019-10-21","2019","10","2019-10-31 07:16:00-07","2019-10-31","24eb323e-b97f-4087-886b-7efae8937bae"
"Riverside","Sobrante Fire ","19","33.849906","-117.461363","Wildfire","2019-11-01 06:04:34-07","2019-11-01","2019","11","2019-11-01 01:55:00-07","2019-11-01","305f30f5-622d-4c55-8813-45ffbc15aed0"
"Riverside","Hill Fire ","628","34.01778","-117.4625","Wildfire","2019-10-31 01:19:00-07","2019-10-31","2019","10","2019-11-02 11:44:00-07","2019-11-02","8f23653c-1a4c-4609-bfb3-72b1665eab69"
"Ventura","Easy Fire","2375","34.282179","-118.803389","Wildfire","2019-10-30 00:45:14-07","2019-10-30","2019","10","2019-11-02 11:57:00-07","2019-11-02","00e6d6d5-f168-45fa-817a-f7758a5170b7"
"Riverside","46 Fire","328","33.985972","-117.414111","Wildfire","2019-10-30 23:22:34-07","2019-10-31","2019","10","2019-11-03 08:15:00-08","2019-11-03","e59fa47f-0f47-49a9-a2c5-092cfaf68ed5"
"Mendocino","Burris Fire","703","39.22431","-123.12887","Wildfire","2019-10-27 07:54:40-07","2019-10-27","2019","10","2019-11-03 10:52:00-08","2019-11-03","9cc1af36-29f2-4af5-afa7-23b9ce17630e"
"San Bernardino","Hillside Fire","200","34.183","-117.285","Wildfire","2019-10-30 23:53:47-07","2019-10-31","2019","10","2019-11-05 01:03:00-08","2019-11-05","dfc32e06-b88e-4d30-ae3d-22bc18792f5e"
"Los Angeles","Getty Fire ","745","34.098191","-118.478717","Wildfire","2019-10-27 23:46:55-07","2019-10-28","2019","10","2019-11-05 09:30:00-08","2019-11-05","e693477a-37d2-4aba-9e73-a63421a2b3a6"
"Ventura","Maria Fire ","9999","34.302212","-118.997115","Wildfire","2019-10-31 13:58:28-07","2019-10-31","2019","10","2019-11-06 10:00:00-08","2019-11-06","31852a71-e639-496f-9e7d-0968d1c218b3"
"Lake","Eagle Fire","75","39.100408","-122.496548","Wildfire","2019-11-04 22:52:14-08","2019-11-05","2019","11","2019-11-06 10:30:00-08","2019-11-06","600d608d-6279-435d-bc9b-99aacaa5e80f"
"Sonoma","Kincade Fire","77758","38.792458","-122.780053","Wildfire","2019-10-23 14:27:00-07","2019-10-23","2019","10","2019-11-06 11:00:00-08","2019-11-06","809d101c-8aa3-4a53-bf20-f38ae7ec7941"
"Tehama","Ranch Fire","2534","40.036379","-122.637837","Wildfire","2019-11-03 06:16:17-08","2019-11-03","2019","11","2019-11-14 10:02:00-08","2019-11-14","69d98a94-4980-4dc0-b388-61c37c635f32"
"Inyo","Cow Fire","1975","36.284","-118.228","Wildfire","2019-09-06 05:23:00-07","2019-09-06","2019","9","2019-11-21 08:08:00-08","2019-11-21","c3b236b9-3a1d-481d-b1eb-b0aa77c5b462"
"Inyo","Taboose Fire","10296","37.034","-118.345","Wildfire","2019-09-06 05:43:35-07","2019-09-06","2019","9","2019-11-21 08:09:00-08","2019-11-21","e7ea56c5-4290-4406-b0a5-c9d1718e9700"
"Tehama","South Fire","5332","40.109","-122.789","Wildfire","2019-09-05 12:59:46-07","2019-09-05","2019","9","2019-12-02 08:12:00-08","2019-12-02","38d46a2f-d1f6-4ed8-a502-e57e393844ea"
"Santa Barbara","Cave Fire","3126","34.5025","-119.785","Wildfire","2019-11-25 11:59:12-08","2019-11-25","2019","11","2019-12-14 00:22:00-08","2019-12-14","7555692b-f672-4660-8f15-d0dab068a193"
"Sierra","Antelope Fire","102","39.6923001","-120.3291855","Wildfire","2020-02-17 07:04:08-08","2020-02-17","2020","2","2020-02-20 06:40:00-08","2020-02-20","c9bb59f7-be32-4296-8c11-3f1233116827"
